778,573
1800,261
805,1372
156,303
1299,299
1226,853
751,948
488,1144
620,693
687,171
143,16
1152,464
1242,1534
489,1672
1921,913
400,1774
1323,1813
1545,1176
923,373
1433,1933
940,1708
1519,421
911,1573
1311,575
447,169
520,1715
1068,949
1546,409
1068,983
1019,918
530,131
382,33
1546,1452
1177,938
1403,1312
1868,1894
1260,401
878,435
497,731
1553,1316
1870,1914
1225,1399
393,685
706,374
1914,783
1755,1940
1001,162
1050,456
1326,1133
522,1459
396,373
819,782
1948,273
102,314
1718,1111
1912,337
1077,1350
695,263
906,630
1640,861
393,450
671,267
1557,1575
540,1098
998,422
1109,1011
1856,1741
920,1497
1095,90
1098,1767
230,39
656,450
518,1065
510,1651
1114,787
1197,343
1140,1661
713,1593
1349,552
1225,20
1380,1004
963,1296
2,901
481,1336
430,1198
1168,816
1532,1520
278,354
1794,221
1396,492
1065,889
1631,211
872,413
1518,195
1028,974
1795,190
865,725
387,1226
1076,1007
448,1617
231,1174
868,1563
1266,381
811,1620
1030,359
1446,1128
803,380
955,138
1020,399
71,1236
1030,286
308,1103
1403,625
1598,454
1133,1052
925,434
1420,1426
1908,1538
21,68
945,138
1602,1898
812,316
1528,667
1387,132
1770,1896
206,677
936,1212
587,1945
866,1765
160,288
430,357
134,1978
1434,1012
1708,1377
472,1417
117,599
1454,1933
1281,779
1121,1639
1575,736
1238,1466
684,1237
493,248
1498,1855
839,1963
319,256
1555,304
1355,1245
1764,834
882,163
606,1657
1307,0
1779,1254
870,650
1578,1455
471,874
1837,1424
697,964
1320,897
1132,833
1161,1500
538,509
745,1861
1044,797
225,1683
1015,287
757,1059
1777,1228
1806,331
1105,886
1025,848
277,1031
1139,1092
66,1778
1254,391
1572,867
1349,1696
1002,1106
1119,798
902,1918
210,73
72,1895
440,184
117,778
1647,1469
805,989
1439,1893
1808,313
1223,1154
1017,1653
1442,913
1190,1834
1758,148
585,1061
57,318
1756,1008
1429,1187
676,952
423,29
238,955
975,935
131,1785
1233,583
1075,1103
1535,336
1883,1965
1428,1249
123,1297
530,238
1784,292
1599,703
721,976
1360,1797
1560,1899
1217,856
1890,841
916,62
325,154
429,1405
601,1175
720,1129
1173,1368
435,1791
1227,1827
1064,1379
69,1832
245,1593
1356,1919
214,802
425,1083
1023,1176
1886,679
446,689
696,1366
571,1616
515,1125
1637,609
1219,470
1530,1000
541,1216
570,1380
835,1838
434,1705
596,970
706,406
1940,1274
627,1165
1799,1544
890,494
922,1393
1095,1508
903,1095
864,944
195,1636
374,886
389,861
261,1209
513,1290
341,1695
1892,388
93,1726
660,165
1676,888
145,119
457,1675
1227,1036
78,795
121,1062
124,1387
974,1490
1157,960
596,1820
17,726
1013,1418
652,509
850,1195
249,181
947,1369
848,738
1419,1976
446,1723
826,346
1306,1353
430,1113
1088,1098
813,954
721,402
878,1133
777,487
148,950
1522,727
1467,1948
472,1679
434,1897
1848,399
1861,1386
1615,998
691,1081
1781,250
161,311
1943,1547
330,1201
1343,1896
474,1494
950,1461
239,8
590,469
101,1719
256,878
1521,1627
566,533
1265,336
1237,1427
986,1370
1711,1797
1352,527
326,1484
654,1975
44,1913
605,223
1205,940
947,34
160,1853
796,1146
897,972
825,903
376,534
1745,1410
1929,1994
1964,1563
910,751
1783,1153
109,1712
1329,753
1462,1773
1322,1990
273,945
69,1626
1233,1231
1823,1031
631,1840
473,386
972,449
1798,1792
1739,1244
1693,50
1949,689
1313,454
804,1794
1572,448
171,1690
1331,771
1297,482
630,1431
112,119
1824,345
1818,580
932,1070
1925,1044
181,1660
1561,1537
1014,218
80,1272
41,1231
1632,1615
469,1439
1659,1375
860,588
156,1702
1089,137
1819,367
1680,1267
1067,995
1879,1016
1404,243
529,1407
1613,1912
534,634
676,760
338,25
88,1046
1799,497
1297,32
686,90
1720,344
561,1870
1955,1691
1841,841
1857,1394
798,732
1040,672
1827,1036
1086,1062
1826,1394
488,1873
1559,1396
1011,711
49,773
568,830
1970,1035
1956,1789
1296,707
1329,306
1452,1569
71,1340
777,929
1609,1253
985,1416
866,410
1411,235
206,939
1602,1494
785,812
859,891
1642,1068
273,674
1424,1763
776,1251
1376,767
1354,780
1610,1904
1323,795
1096,630
1434,1405
1726,280
1554,158
1419,1735
476,664
1834,1449
1922,517
1447,208
1927,1003
1067,1750
1505,1493
477,1381
1687,99
703,631
625,1949
1616,454
398,155
1378,1101
812,1009
1161,115
902,1689
1287,1759
1064,1574
492,837
980,1049
1977,320
1728,993
772,1941
928,345
593,1102
1102,788
757,527
1048,1380
1051,1767
786,1993
1043,918
1489,952
848,1816
206,718
317,113
1254,1513
1298,1223
1972,943
373,1405
1030,1437
173,467
416,59
660,114
579,407
358,1331
523,372
1698,987
6,706
831,776
145,956
1382,1857
1675,127
1495,1589
1490,1534
202,105
1007,1646
737,1349
1820,223
149,1077
1939,381
884,1446
360,633
1237,529
1462,311
1217,913
1759,1597
907,1721
1702,1963
439,1936
211,1071
624,1045
205,253
324,877
1635,349
814,1430
557,1401
484,1411
1719,1583
1144,1042
537,966
1774,1179
1964,1289
1993,1410
386,663
1647,1504
1431,213
866,515
1757,1839
1241,107
309,360
894,1113
1144,1434
356,5
760,1496
1649,1766
466,1397
1046,1245
1297,1445
728,916
1907,914
491,619
349,957
1646,1991
535,1969
1654,1880
342,1037
380,177
1719,308
1682,530
580,1635
297,890
661,1528
685,1681
814,1621
1218,1959
758,325
1847,1395
1869,1922
411,187
1435,12
1470,791
1489,1769
1071,1429
1017,869
1173,636
1763,198
1983,1919
264,1601
1958,821
1919,1612
1177,914
398,1695
769,17
837,985
1955,1797
1897,1495
742,215
165,1506
1048,892
104,1256
664,1592
95,582
196,560
1989,1928
778,268
1611,1590
1915,1823
835,203
40,1794
647,1054
239,1679
561,1023
739,1915
1456,1415
1401,405
200,1066
364,310
948,1585
466,1816
1146,209
28,909
1854,1687
1833,1954
1227,919
1380,1962
1113,1254
1892,1050
1017,632
678,1072
1843,1928
1104,221
174,20
1715,545
1226,1252
875,1250
1384,224
295,438
1026,1330
1825,874
837,432
688,537
35,1439
1292,593
821,1314
1293,1963
554,1394
1973,865
1105,1454
382,1481
1619,1288
728,1622
1691,130
225,889
606,1101
24,1687
807,1804
1882,1058
1240,214
186,382
728,1122
1371,1559
1959,559
343,1990
251,1077
1333,1219
595,1991
902,1549
1351,713
493,1905
1214,50
1987,1367
1290,1253
803,397
1512,562
1625,538
1268,1647
753,497
1564,816
1663,1132
1434,235
638,1176
1768,452
1092,816
549,1980
1707,527
1721,281
1168,678
1135,1651
269,353
1756,1593
125,1689
1452,442
1951,595
1238,52
1632,182
697,1361
118,979
1412,458
1599,485
161,1987
1848,1179
855,1098
464,987
479,1722
1362,1913
194,957
1376,1488
1757,596
1724,973
148,144
1225,497
348,1172
1477,360
1810,189
913,324
52,1431
1839,1416
1745,593
834,354
1625,964
116,1163
690,1719
1988,1740
1632,630
869,463
381,273
337,17
409,998
831,1330
1621,104
824,290
809,685
1508,410
765,1607
1390,811
1762,1370
1348,1184
1675,62
1454,276
1184,1384
375,1180
967,450
1943,1779
1094,1822
654,747
1409,1151
733,1521
1787,1826
354,1652
1858,1225
622,25
887,58
348,1011
925,800
1989,347
1544,555
146,1884
1729,1644
970,6
742,1729
1316,943
600,643
1049,611
637,1474
1044,1849
1355,1802
65,1606
762,350
1940,909
1749,932
501,1941
1480,307
850,854
652,496
1792,143
503,1995
910,129
1556,1679
1072,244
656,1737
21,1098
1756,140
639,1389
137,187
1122,1379
1351,61
257,1810
875,1022
1110,293
1440,195
1606,1788
1682,901
993,1360
