706,522
2543,472
1878,4738
4567,1664
3391,4805
550,105
399,1925
2173,441
4094,2801
4581,4161
3541,1007
2484,1091
2247,3235
1367,169
856,4653
3050,2012
2947,980
1933,623
3795,2139
4104,839
3477,394
898,2064
4258,3302
959,3960
3452,4651
4441,4755
1572,3198
1232,3346
3038,1452
1872,3643
2018,4398
808,2385
1755,3538
2158,3066
3639,197
293,1955
3697,2389
4331,1794
109,4067
1833,3945
923,2407
364,4852
212,1942
4087,4749
4748,3587
2585,2343
3914,4108
2468,4079
3233,3513
3956,720
1144,2893
321,3255
3005,2486
1058,2830
2514,3085
3237,2618
4619,2927
2720,4611
2681,956
2173,4813
3098,1056
1965,3699
2612,2950
1688,4589
4921,252
3561,1596
111,4760
1448,1677
2086,2109
494,1373
884,1257
2235,310
350,3614
2724,4634
35,2857
1398,2277
4987,4143
1269,88
4575,269
643,55
4445,116
2909,2262
4524,288
2507,3506
1479,4690
2525,572
4109,4447
2576,1841
3821,1655
3349,2645
226,701
3201,2064
2501,4931
256,4615
3491,7
2102,1817
1466,439
575,4415
1995,4973
4433,3709
4754,2865
3155,3992
332,826
1815,4187
214,4428
1267,1567
567,1645
4829,3744
562,845
3408,4593
32,2892
3662,119
2588,4355
4106,3670
3872,3161
3493,3848
2222,4640
1538,1008
2546,2856
1732,1675
3116,4716
3048,4063
3740,4182
4897,3468
610,1831
2500,1150
212,3487
2324,1862
2850,1683
1404,4624
1720,1792
315,2053
935,1066
4345,927
3754,2468
1198,1353
4113,380
1477,3963
3491,4599
26,3406
4458,4285
3060,688
4308,990
2283,2382
963,4676
1805,4510
1452,755
4955,4971
3048,4642
3128,1321
3484,3970
3361,1789
633,4794
2037,3479
2010,2008
3371,3251
304,1645
3813,1082
3732,4627
2745,3592
3783,1963
3611,4078
663,335
4901,2005
425,153
915,2496
1471,3705
3569,488
4571,4918
55,3161
2600,2451
4019,2602
4952,3554
2853,4807
589,2520
4886,3421
544,3183
2538,1521
4006,4283
1126,3945
4893,32
3054,504
1093,4522
427,1599
1723,3325
158,2461
3219,4584
4639,4979
1591,1009
2773,756
1129,3741
63,1552
267,1141
599,3288
