1494,1222
750,859
1088,801
1797,173
1862,598
1604,1488
1691,768
1484,1322
784,708
1639,1444
749,1033
1488,1170
840,877
1903,625
347,844
446,1143
1935,368
1121,230
526,1543
1221,1115
1271,114
1200,1684
1590,755
156,505
203,812
1444,1528
405,1346
93,108
1381,1227
19,211
898,1172
1473,1018
152,108
1553,1323
1647,901
796,1241
1487,171
173,282
1833,1804
1227,1732
721,1398
69,1535
1400,565
738,236
1922,1013
849,946
1171,1010
217,1746
288,1829
1179,1482
1202,480
858,1302
1663,1850
41,1881
1173,1458
1922,1577
0,287
1137,1500
750,1938
1265,1234
1370,1317
1048,281
1699,1497
70,124
1954,74
1994,1651
272,1745
530,1888
187,767
1519,1197
524,857
710,111
738,1272
593,884
1520,717
996,1997
211,1945
1759,1532
1079,224
1250,1813
1780,1917
1927,1099
1111,1918
952,255
1757,1249
960,1630
66,68
710,513
254,584
1543,427
551,833
251,884
1078,1644
1440,1974
1633,645
456,1963
1517,1353
1417,254
577,1258
1000,467
1967,338
1127,1918
1757,1013
1931,143
1235,1246
925,142
328,823
1262,594
1313,690
21,1114
478,625
622,759
793,644
113,360
298,103
1583,643
1584,723
107,213
1706,1980
1127,1712
1713,944
739,387
1367,1961
1282,694
91,470
941,1887
1237,1533
1989,1342
1716,15
1125,760
547,1571
1845,1132
1310,1929
558,1605
363,696
888,1333
1210,1956
1401,1534
1886,1882
1392,832
1009,1066
1916,1475
1162,1343
1406,51
734,765
497,1338
855,14
1165,142
1099,1607
724,1085
1403,1677
1978,1395
1582,1255
324,1281
1779,102
1456,1481
270,293
1398,1128
1302,17
1617,1614
523,154
871,1598
199,1197
125,1196
791,1259
435,1926
805,307
1429,1332
1088,521
1540,1554
1019,125
1919,279
956,663
1068,562
263,1684
487,729
1637,757
209,896
806,380
843,385
1130,1128
137,520
1667,1177
676,1963
511,66
40,428
124,63
595,398
1882,239
289,1536
129,1563
580,1107
419,1353
1936,1695
1745,180
526,708
1678,1155
424,1538
1635,1399
259,1779
1987,752
1698,197
1291,59
605,1574
162,1811
661,214
1738,1307
256,1214
195,1030
101,314
1241,628
218,331
1540,1332
750,969
1639,1057
410,483
1627,510
1549,1024
1865,383
1463,360
395,362
1533,1581
1166,1959
617,18
546,857
990,252
945,1592
538,1006
534,1367
657,1606
956,1283
1935,752
1048,178
234,1228
1758,1232
1349,1812
1214,1741
1566,526
742,284
812,1228
715,379
423,429
1714,1805
1185,1682
1972,190
137,498
1373,1857
1051,1112
74,428
533,988
1372,1389
260,1314
1508,825
685,1204
26,1659
264,250
202,1076
891,224
860,1153
1038,1243
640,199
903,1215
742,851
86,1357
337,454
99,314
1751,1824
1503,973
1766,1109
921,536
767,1981
1656,1960
1926,1887
1943,1944
613,827
1899,568
1390,937
1995,1173
133,692
219,304
739,1328
514,1219
1207,1597
499,25
1573,1918
105,1751
232,149
123,306
190,943
1289,855
555,1789
744,1510
555,1531
571,461
1476,330
487,721
537,264
1797,1439
1114,437
753,1976
1035,1918
371,695
369,1795
336,888
814,1689
630,1190
1403,1364
1749,597
231,1004
664,1676
1026,38
196,890
1078,1031
1214,1968
352,331
839,1753
1837,1313
1467,637
1418,49
788,407
1195,1683
1294,1787
1700,944
1318,820
162,1200
1208,110
1773,724
950,997
1369,1128
1264,1338
581,15
536,130
497,524
1000,1737
1897,759
1179,182
216,1904
481,990
391,409
1190,1781
1360,41
1453,1152
1123,729
1980,760
363,117
1268,1937
432,1097
1826,827
794,811
1290,823
1944,1581
923,1403
1668,673
1541,1516
243,1607
606,607
1585,1483
1625,540
209,1384
1007,1415
544,240
1021,1427
1491,889
1750,766
78,1301
196,1227
766,14
1837,1426
765,50
1131,97
1188,111
517,756
1511,308
1999,949
1472,933
265,1410
1451,1875
279,1351
560,1496
1559,779
923,422
1438,589
1411,1026
1841,1571
1293,1846
1422,1806
253,910
227,80
1370,265
1563,830
890,448
1294,792
683,433
1423,891
1735,133
866,1269
138,352
821,413
320,1575
1345,485
467,428
1303,1273
1511,106
1157,541
1648,199
1628,1942
1580,729
1889,122
1128,646
1906,625
1250,950
1836,1160
627,153
1668,1548
1736,1461
1760,1795
920,1078
363,109
1145,21
928,224
1276,882
1243,1183
152,924
1689,1409
463,346
1285,1321
1669,367
1235,1517
592,143
293,1358
438,1256
805,1834
86,1833
1022,149
13,1427
977,754
1365,1329
1349,368
1354,300
655,1703
111,1906
1085,1037
176,86
126,200
1843,846
1517,649
1375,1570
1433,20
1724,1056
744,319
1549,1187
1396,683
1369,178
1956,1987
1018,514
1810,292
1488,237
894,532
1818,1415
1305,0
1354,822
306,1167
1910,1975
1379,1795
1543,976
291,298
1203,1983
154,571
510,402
1668,1645
130,1786
829,976
683,1225
1161,1138
323,901
1849,309
1398,744
612,374
881,1876
773,1041
799,1808
444,1689
223,1512
1089,1152
83,1970
22,1416
1747,1660
1870,1568
1640,977
131,685
814,241
1119,289
774,1629
547,106
1371,1427
1690,281
1276,274
846,1969
989,1140
400,1171
1783,9
702,0
879,433
562,1738
521,1044
734,1551
1745,88
227,558
336,1802
562,241
612,630
1781,303
280,1388
1787,1120
461,1901
226,500
577,607
549,452
1186,766
1410,341
1067,456
1585,1974
693,1786
536,1188
47,288
1280,1187
225,1806
559,1153
228,399
1720,1138
646,1442
1277,620
818,234
974,785
1539,1422
1372,1570
39,221
1174,156
692,1454
1610,141
499,599
720,173
268,686
1922,418
48,1043
224,434
1046,272
1342,1625
1179,965
1156,106
812,1398
1296,272
916,1710
795,1651
632,50
461,421
789,1226
286,47
369,1104
1999,1779
1959,203
737,496
1198,585
171,1767
879,1549
977,1727
298,1151
976,748
950,448
904,558
1891,1918
1786,1645
582,1450
1645,1820
1633,1295
1256,1722
613,1024
147,609
661,800
721,1978
1539,675
772,1083
1073,381
123,1285
1897,1185
744,1568
1847,1441
1888,1688
417,739
1561,1748
940,351
134,1231
1940,902
761,1274
1004,367
87,1797
1374,573
666,863
793,703
219,1848
974,7
1570,95
198,1335
1875,819
783,106
1839,1922
886,973
1038,835
541,1541
790,171
1267,849
281,1530
1098,594
194,921
422,1025
895,1361
520,1713
421,580
781,1686
680,605
1027,1942
138,898
175,1812
911,401
1182,1478
1969,1252
1913,1695
228,125
1373,40
997,1604
1141,601
397,1758
1211,125
1402,1173
199,458
54,855
508,1832
1144,1325
711,1383
1002,933
1683,1440
1739,591
703,1290
1448,472
1132,296
1207,388
689,1076
1464,73
1192,27
1687,1697
410,1738
202,724
1424,761
744,1728
551,550
1414,1637
685,1711
1568,1348
862,1453
1055,1568
677,930
1688,1550
1251,1313
166,1432
368,718
1780,331
1696,952
170,1945
1238,662
1167,1589
546,1720
1568,229
882,1217
1703,625
1155,1763
1211,1739
972,1766
1020,1480
50,299
1473,1758
595,959
1007,1480
770,730
1941,1733
1188,1623
1757,1847
1933,1113
1022,957
1009,1106
668,34
1610,1188
1924,252
1507,41
1359,1930
1579,690
1542,939
1189,1409
994,1234
360,88
1459,1799
923,1617
1084,1179
6,1011
1453,1506
744,63
471,591
1631,1439
1795,1054
1035,402
1620,376
1018,11
1801,498
1728,818
658,171
119,1435
244,568
1294,516
758,1993
1751,392
246,143
235,1853
833,1516
1866,951
955,1397
1614,1587
199,1605
115,1083
781,912
1816,586
1098,835
353,1282
1034,956
1466,1550
1297,1115
328,1449
950,290
156,1477
141,1165
825,285
279,777
1510,908
557,532
1236,639
453,211
1735,1846
177,1165
941,1411
1790,953
466,1877
1697,1963
1654,1840
1069,1812
284,1556
1449,638
589,1263
87,1178
1954,321
972,1092
725,502
1367,827
1097,733
1380,482
1272,1785
1349,745
1334,1188
346,595
235,1963
1123,1670
1839,392
1895,1680
1190,1462
1269,119
1759,646
858,620
86,345
228,1964
157,870
866,568
460,234
540,499
1854,704
951,1401
564,1139
943,1638
845,1302
1253,1980
607,1687
1284,1282
1111,908
723,626
574,376
306,636
960,382
438,1012
1097,202
857,1252
1852,1043
1473,486
511,1868
1202,620
1703,1220
1422,431
1092,1895
1004,470
1233,1584
1457,1199
1511,1914
1925,1125
45,1962
441,182
348,1578
541,643
92,1
128,1211
1861,798
771,1243
1353,103
923,1001
954,1875
1544,712
1025,1968
1426,1513
745,1305
1388,1585
765,1995
88,196
1074,667
1919,1772
679,779
1986,1091
1414,1793
256,435
813,1861
1493,1408
991,571
171,1817
65,1376
1157,380
1799,1028
1545,434
260,190
93,1513
357,222
1816,333
1831,798
322,175
1889,453
945,1232
1359,991
700,531
1812,1980
594,194
1824,271
1778,1698
1510,1539
1620,1651
881,1199
478,1224
1347,390
1725,238
45,807
1224,1840
1896,1643
1928,1612
431,1572
668,808
328,661
622,1927
1243,1899
1689,86
91,118
823,292
1178,671
1294,337
1622,1721
1885,616
1266,109
486,652
756,754
1945,1828
1990,166
914,1585
518,812
970,1867
224,551
1628,1095
701,1286
147,1927
1984,579
662,1225
349,1238
1637,710
1687,1699
1189,1866
175,1970
1171,489
1954,1508
1743,1925
851,885
1774,13
1348,1074
113,1071
1740,437
1915,1627
1609,206
315,1824
92,367
1479,399
176,204
1898,466
1270,1104
1339,1901
1380,1139
788,840
1543,222
1076,1099
805,296
1524,922
1125,566
617,897
1784,1562
1904,1969
1655,994
44,1234
29,1344
1396,294
987,1308
743,244
1735,1859
1338,248
1296,722
84,1387
1130,863
1019,1796
843,204
921,1610
1587,648
329,1708
847,1370
246,386
1095,1554
811,1846
473,429
112,1144
1553,927
1187,1266
875,16
1601,1062
1125,517
839,439
1622,248
391,1472
70,1786
707,1986
626,682
1397,12
1613,952
1153,1742
1558,1885
561,348
751,1522
243,1563
1017,1655
382,1218
1047,1267
230,330
531,1454
411,494
1163,1339
1776,687
1722,1773
1530,822
1653,1923
863,1506
1151,1240
1603,138
1688,100
5,475
455,415
1051,1136
939,1006
452,1067
1481,159
541,306
579,1866
109,1874
273,625
1004,1372
33,1842
2,459
355,1188
1763,990
374,40
1413,311
489,335
884,1361
1283,586
834,1159
66,463
1341,1141
1029,204
927,932
1131,1376
1865,1063
743,280
442,260
60,592
781,1398
1243,1109
340,1088
393,230
1464,1891
982,395
238,1687
1791,1492
1306,1570
501,508
1077,1798
261,831
1859,998
175,350
1215,209
1893,624
948,338
1452,1083
1916,604
1770,1900
748,799
387,683
1950,383
1138,1825
1272,1251
621,872
1759,1552
1515,630
1137,59
1250,1342
913,43
1015,1255
1998,358
1094,1547
1882,355
1576,702
1447,248
1760,1925
1411,1578
881,1123
1860,1997
1078,1964
1235,668
512,1043
823,469
1946,1504
1001,428
634,352
1784,1132
685,1239
936,1238
1943,564
1322,1919
1425,1158
1792,1237
1219,1559
1178,127
1482,916
965,1051
1667,977
1493,1698
724,1413
56,1719
1701,666
1261,1055
141,279
540,1289
1834,269
54,161
289,1316
1243,1001
1251,1233
1250,387
1973,521
946,1718
1387,733
1112,1355
1746,885
161,177
155,1250
218,406
1897,737
1096,940
666,1889
1940,860
862,451
409,351
1381,139
447,1491
163,1669
1393,827
1720,1543
1315,1408
1167,832
1190,596
108,1524
1653,686
745,837
1104,161
137,1957
1721,84
228,86
856,936
1971,408
1974,1254
438,670
14,486
1504,1391
333,354
1422,1335
1773,1481
346,1344
752,985
445,1370
1606,191
1035,1933
1354,1853
1948,1309
246,1634
687,379
1084,406
858,1936
158,1438
1157,1167
1182,1354
151,750
739,449
184,240
1385,884
981,1518
138,248
802,1430
219,152
963,1808
185,195
792,699
1314,690
1898,1014
270,410
833,961
1828,925
188,1899
40,1932
1194,905
1669,1708
1924,1009
300,816
1888,836
1604,1075
1717,6
122,996
629,987
562,1452
1083,49
198,817
1617,622
51,20
1690,860
60,550
1390,1934
958,58
139,477
1918,1430
399,498
449,1062
1057,842
693,474
839,479
1943,1201
1337,588
849,792
354,499
1738,949
958,280
1126,1028
423,1054
1685,1783
1048,1711
857,152
716,779
700,585
1247,783
1760,422
1929,1224
828,1211
564,506
1213,802
1085,1813
1704,1287
386,616
472,1766
1019,1421
639,3
1157,910
1426,775
1269,1791
132,205
1535,1911
1545,1218
739,1316
1020,1381
1099,1915
111,1564
1488,883
345,882
7,1217
1413,1747
307,934
1566,1473
144,1757
1265,1019
1798,1700
1589,773
21,655
1267,821
1915,133
548,1070
1596,738
314,1104
1310,722
162,274
212,191
415,1699
378,385
1898,601
345,72
1074,982
51,1648
1583,1046
1973,985
1543,833
1263,1524
967,1874
669,1990
151,1216
267,109
1810,1422
1242,638
807,1254
1285,1890
42,1636
757,666
123,1843
706,1566
1019,1595
1155,1268
778,1972
1179,1329
658,335
1224,541
1030,388
234,682
1981,1883
1909,1299
1387,1060
841,329
1761,83
943,1554
1723,597
1048,1124
815,750
618,203
61,999
1331,1485
243,1913
1980,119
30,744
507,1654
1402,1722
332,240
1581,1054
179,1959
754,826
1154,342
1029,1272
1253,1708
1287,100
1373,1927
1417,1678
621,982
199,424
1056,1121
1080,722
1946,1017
1576,936
152,1648
265,808
1543,1408
571,659
1096,882
1492,636
456,971
660,1919
479,1930
1018,580
237,1371
1101,997
1688,1157
1998,1058
526,1679
527,1784
766,93
1120,1252
1443,479
204,1612
1003,405
582,1386
1137,1210
1615,85
108,1161
1890,16
1646,643
699,428
194,915
767,386
1410,1513
1780,1417
355,1708
1870,363
1498,1055
476,0
1373,1406
1224,1479
789,1715
1860,125
1189,1913
597,1365
1436,158
1785,1770
1394,339
705,175
1359,1818
202,1490
272,812
678,1429
1340,1252
234,1053
332,1890
643,240
1419,867
1639,479
1055,642
844,1497
916,415
1628,197
1570,1747
969,1159
350,301
288,1202
1204,1381
854,1624
1037,78
432,1584
1326,1544
680,1193
1162,1545
351,174
700,226
767,364
974,705
574,1857
1184,128
1859,1240
283,1075
350,31
1249,1441
683,38
1660,1662
1089,977
1857,1260
1818,1372
1382,82
682,1672
1396,442
459,1771
1534,1571
228,499
807,644
440,556
219,839
948,251
841,649
1944,1721
509,1960
514,685
784,1437
507,1361
534,1202
475,749
1446,1834
1844,1841
616,579
497,1325
1213,184
878,663
1222,533
405,665
1959,1214
531,380
138,961
810,1083
1928,1421
987,1744
1064,514
1612,1605
169,1691
1110,32
995,1107
1635,262
152,266
155,325
1082,1498
1463,251
1032,1489
1049,967
671,95
258,132
671,408
1560,842
1239,753
261,346
219,1273
494,1178
1070,20
1670,852
1579,269
228,1872
806,485
1,430
1958,736
359,1575
1465,292
581,1721
1080,978
1361,234
1547,440
670,1399
1652,1456
1753,1456
651,1932
828,659
1466,197
1388,402
1514,386
1326,186
407,1130
531,503
41,333
881,1927
339,420
98,92
659,1083
1305,786
1246,829
1867,997
379,545
1426,26
1555,1700
1756,915
904,179
207,694
1299,822
1827,64
1556,1814
1358,1319
575,1826
764,1878
1481,383
0,383
892,249
803,685
166,1976
1807,1862
1351,505
595,1988
577,1613
670,1807
213,1404
440,1837
903,888
877,1079
1118,548
69,200
1428,1195
192,1172
1700,1373
23,302
1376,1169
175,970
1015,1965
360,698
1219,1017
742,609
803,604
1665,77
1590,1810
1127,1651
1372,1371
1214,1618
1907,1254
81,156
313,1423
288,851
1237,368
431,1044
1229,1117
822,585
175,1826
1860,101
1453,1460
1044,471
1530,1762
1229,1537
1893,372
930,5
1602,204
1063,1408
1884,204
385,1443
376,1538
1372,435
173,621
848,473
988,189
1123,1193
1158,1113
165,94
1857,1257
273,551
194,751
958,865
1438,426
1089,1025
1701,1061
701,1618
1441,64
1725,1915
88,609
298,909
914,403
196,1351
896,1384
494,489
39,616
1551,274
1931,1481
1249,1625
227,154
997,1747
1179,1823
419,1927
1488,1152
1752,741
1035,1897
6,1248
606,1364
1284,1438
202,1607
1616,1701
1579,600
633,732
1510,74
1687,1607
815,100
1335,1581
1612,551
1377,1091
1984,269
1863,1391
1632,1400
1101,1789
610,303
1315,214
1844,1458
1070,620
538,943
1815,579
837,1334
64,1061
1465,1792
1926,935
209,425
1283,55
1634,193
1454,1933
1391,1872
69,179
1146,844
122,1207
759,1120
1410,1004
677,362
1043,669
383,798
1901,297
1852,449
1926,1487
1474,1813
1227,1832
667,1260
580,1651
4,1137
876,313
874,1636
1080,1993
859,857
302,1992
29,569
258,1847
1382,614
1319,836
1939,804
1728,942
1946,229
705,1333
1264,1937
540,1146
540,1759
647,1540
1133,377
1795,747
1718,1908
1085,995
147,1581
1458,552
1555,1380
450,1700
1588,1391
1359,1200
1409,1934
367,292
578,1747
376,922
317,803
1099,270
1922,718
361,652
819,219
1118,31
